yourlist:M20211026F248CABF64506F29A91F8037F07B67D12525920	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
7403	O15550	KDM6A_HUMAN	reviewed	Lysine-specific demethylase 6A (EC 1.14.11.68) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A)	KDM6A UTX	Homo sapiens (Human)	1401
7422	P15692	VEGFA_HUMAN	reviewed	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)	VEGFA VEGF	Homo sapiens (Human)	232
7428	P40337	VHL_HUMAN	reviewed	von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL)	VHL	Homo sapiens (Human)	213
7430	P15311	EZRI_HUMAN	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2	Homo sapiens (Human)	586
7436	P98155	VLDLR_HUMAN	reviewed	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	VLDLR	Homo sapiens (Human)	873
7454	P42768	WASP_HUMAN	reviewed	Wiskott-Aldrich syndrome protein (WASp)	WAS IMD2	Homo sapiens (Human)	502
7466	O76024	WFS1_HUMAN	reviewed	Wolframin	WFS1	Homo sapiens (Human)	890
7468	O96028	NSD2_HUMAN	reviewed	Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.357) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)	NSD2 KIAA1090 MMSET TRX5 WHSC1	Homo sapiens (Human)	1365
7469	Q9H3P2	NELFA_HUMAN	reviewed	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	Homo sapiens (Human)	528
7476	O00755	WNT7A_HUMAN	reviewed	Protein Wnt-7a	WNT7A	Homo sapiens (Human)	349
7486	Q14191	WRN_HUMAN	reviewed	Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)	WRN RECQ3 RECQL2	Homo sapiens (Human)	1432
7490	P19544	WT1_HUMAN	reviewed	Wilms tumor protein (WT33)	WT1	Homo sapiens (Human)	449
7498	P47989	XDH_HUMAN	reviewed	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	XDH XDHA	Homo sapiens (Human)	1333
7507	P23025	XPA_HUMAN	reviewed	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	Homo sapiens (Human)	273
7508	Q01831	XPC_HUMAN	reviewed	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	Homo sapiens (Human)	940
7514	O14980	XPO1_HUMAN	reviewed	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	XPO1 CRM1	Homo sapiens (Human)	1071
7531	P62258	1433E_HUMAN	reviewed	14-3-3 protein epsilon (14-3-3E)	YWHAE	Homo sapiens (Human)	255
7545	Q15915	ZIC1_HUMAN	reviewed	Zinc finger protein ZIC 1 (Zinc finger protein 201) (Zinc finger protein of the cerebellum 1)	ZIC1 ZIC ZNF201	Homo sapiens (Human)	447
7546	O95409	ZIC2_HUMAN	reviewed	Zinc finger protein ZIC 2 (Zinc finger protein of the cerebellum 2)	ZIC2	Homo sapiens (Human)	532
7547	O60481	ZIC3_HUMAN	reviewed	Zinc finger protein ZIC 3 (Zinc finger protein 203) (Zinc finger protein of the cerebellum 3)	ZIC3 ZNF203	Homo sapiens (Human)	467
7552	Q9Y462	ZN711_HUMAN	reviewed	Zinc finger protein 711 (Zinc finger protein 6)	ZNF711 CMPX1 ZNF6	Homo sapiens (Human)	761
7555	P62633	CNBP_HUMAN	reviewed	Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9)	CNBP RNF163 ZNF9	Homo sapiens (Human)	177
7592	P51814	ZNF41_HUMAN	reviewed	Zinc finger protein 41	ZNF41	Homo sapiens (Human)	821
763	P35218	CAH5A_HUMAN	reviewed	Carbonic anhydrase 5A, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VA) (Carbonic anhydrase VA) (CA-VA)	CA5A CA5	Homo sapiens (Human)	305
767	P35219	CAH8_HUMAN	reviewed	Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII)	CA8 CALS	Homo sapiens (Human)	290
768206	Q00LT1	PRCD_HUMAN	reviewed	Photoreceptor disk component PRCD (Progressive rod-cone degeneration protein)	PRCD	Homo sapiens (Human)	54
7700	Q15928	ZN141_HUMAN	reviewed	Zinc finger protein 141	ZNF141 D4S90	Homo sapiens (Human)	474
7704	Q05516	ZBT16_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145	Homo sapiens (Human)	673
771	O43570	CAH12_HUMAN	reviewed	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)	CA12	Homo sapiens (Human)	354
773	O00555	CAC1A_HUMAN	reviewed	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)	CACNA1A CACH4 CACN3 CACNL1A4	Homo sapiens (Human)	2506
775	Q13936	CAC1C_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)	2221
7750	Q9UBW7	ZMYM2_HUMAN	reviewed	Zinc finger MYM-type protein 2 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein) (Zinc finger protein 198)	ZMYM2 FIM RAMP ZNF198	Homo sapiens (Human)	1377
776	Q01668	CAC1D_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	Homo sapiens (Human)	2161
779	Q13698	CAC1S_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	CACNA1S CACH1 CACN1 CACNL1A3	Homo sapiens (Human)	1873
7809	Q8WZ55	BSND_HUMAN	reviewed	Barttin	BSND BART	Homo sapiens (Human)	320
7837	Q92626	PXDN_HUMAN	reviewed	Peroxidasin homolog (EC 1.11.1.7) (Melanoma-associated antigen MG50) (Vascular peroxidase 1) (p53-responsive gene 2 protein)	PXDN KIAA0230 MG50 PRG2 VPO VPO1	Homo sapiens (Human)	1479
7840	Q8TCU4	ALMS1_HUMAN	reviewed	Alstrom syndrome protein 1	ALMS1 KIAA0328	Homo sapiens (Human)	4168
7846	Q71U36	TBA1A_HUMAN	reviewed	Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA3	Homo sapiens (Human)	451
7849	Q06710	PAX8_HUMAN	reviewed	Paired box protein Pax-8	PAX8	Homo sapiens (Human)	450
7852	P61073	CXCR4_HUMAN	reviewed	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	CXCR4	Homo sapiens (Human)	352
78989	Q9BWP8	COL11_HUMAN	reviewed	Collectin-11 (Collectin kidney protein 1) (CL-K1)	COLEC11 UNQ596/PRO1182	Homo sapiens (Human)	271
79058	Q9BZE9	ASPC1_HUMAN	reviewed	Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9)	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	Homo sapiens (Human)	553
79083	Q9BV36	MELPH_HUMAN	reviewed	Melanophilin (Exophilin-3) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a)	MLPH SLAC2A	Homo sapiens (Human)	600
79087	Q9BV10	ALG12_HUMAN	reviewed	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12 homolog) (hALG12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Mannosyltransferase ALG12 homolog) (Membrane protein SB87)	ALG12 PP14673	Homo sapiens (Human)	488
79092	Q9BXL6	CAR14_HUMAN	reviewed	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	CARD14 CARMA2	Homo sapiens (Human)	1004
7913	P35659	DEK_HUMAN	reviewed	Protein DEK	DEK	Homo sapiens (Human)	375
79133	Q5TEU4	NDUF5_HUMAN	reviewed	Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)	NDUFAF5 C20orf7	Homo sapiens (Human)	345
79145	Q9BUK0	CHCH7_HUMAN	reviewed	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCHD7	Homo sapiens (Human)	85
7915	P51649	SSDH_HUMAN	reviewed	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	ALDH5A1 SSADH	Homo sapiens (Human)	535
79152	Q7L5A8	FA2H_HUMAN	reviewed	Fatty acid 2-hydroxylase (EC 1.14.18.-) (Fatty acid alpha-hydroxylase) (Fatty acid hydroxylase domain-containing protein 1)	FA2H FAAH FAXDC1	Homo sapiens (Human)	372
79188	Q9BTV4	TMM43_HUMAN	reviewed	Transmembrane protein 43 (Protein LUMA)	TMEM43 UNQ2564/PRO6244	Homo sapiens (Human)	400
7942	P19484	TFEB_HUMAN	reviewed	Transcription factor EB (Class E basic helix-loop-helix protein 35) (bHLHe35)	TFEB BHLHE35	Homo sapiens (Human)	476
79443	Q9BQS8	FYCO1_HUMAN	reviewed	FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7)	FYCO1 ZFYVE7	Homo sapiens (Human)	1478
7957	O95278	EPM2A_HUMAN	reviewed	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A	Homo sapiens (Human)	331
79577	Q6P1J9	CDC73_HUMAN	reviewed	Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)	CDC73 C1orf28 HRPT2	Homo sapiens (Human)	531
79583	Q9H6L2	TM231_HUMAN	reviewed	Transmembrane protein 231	TMEM231 UNQ870/PRO1886	Homo sapiens (Human)	316
79600	Q2MV58	TECT1_HUMAN	reviewed	Tectonic-1	TCTN1 TECT1 UNQ9369/PRO34160	Homo sapiens (Human)	587
79628	Q8TF17	S3TC2_HUMAN	reviewed	SH3 domain and tetratricopeptide repeat-containing protein 2	SH3TC2 KIAA1985 PP12494	Homo sapiens (Human)	1288
79633	Q6V0I7	FAT4_HUMAN	reviewed	Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	FAT4 CDHF14 FATJ Nbla00548	Homo sapiens (Human)	4981
79641	Q9GZN7	ROGDI_HUMAN	reviewed	Protein rogdi homolog	ROGDI	Homo sapiens (Human)	287
79648	Q8NEM0	MCPH1_HUMAN	reviewed	Microcephalin	MCPH1	Homo sapiens (Human)	835
79659	Q8NCM8	DYHC2_HUMAN	reviewed	Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B)	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997	Homo sapiens (Human)	4307
79695	Q8IXK2	GLT12_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 12 (EC 2.4.1.41) (Polypeptide GalNAc transferase 12) (GalNAc-T12) (pp-GaNTase 12) (Protein-UDP acetylgalactosaminyltransferase 12) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 12)	GALNT12	Homo sapiens (Human)	581
79718	Q9BZK7	TBL1R_HUMAN	reviewed	F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1)	TBL1XR1 IRA1 TBLR1	Homo sapiens (Human)	514
79719	Q6PD74	AAGAB_HUMAN	reviewed	Alpha- and gamma-adaptin-binding protein p34	AAGAB	Homo sapiens (Human)	315
79728	Q86YC2	PALB2_HUMAN	reviewed	Partner and localizer of BRCA2	PALB2 FANCN	Homo sapiens (Human)	1186
7979	P60896	SEM1_HUMAN	reviewed	26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	SEM1 C7orf76 DSS1 SHFDG1 SHFM1	Homo sapiens (Human)	70
79809	Q7Z4L5	TT21B_HUMAN	reviewed	Tetratricopeptide repeat protein 21B (TPR repeat protein 21B) (Intraflagellar transport 139 homolog)	TTC21B IFT139 KIAA1992 Nbla10696	Homo sapiens (Human)	1316
79813	Q9H9B1	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298
79827	Q9H6B4	CLMP_HUMAN	reviewed	CXADR-like membrane protein (Adipocyte adhesion molecule) (Coxsackie- and adenovirus receptor-like membrane protein) (CAR-like membrane protein)	CLMP ACAM ASAM UNQ318/PRO363	Homo sapiens (Human)	373
79848	Q1MSJ5	CSPP1_HUMAN	reviewed	Centrosome and spindle pole-associated protein 1	CSPP1 CSPP	Homo sapiens (Human)	1256
79867	Q96GX1	TECT2_HUMAN	reviewed	Tectonic-2	TCTN2 C12orf38 TECT2	Homo sapiens (Human)	697
7994	Q92794	KAT6A_HUMAN	reviewed	Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)	2004
8013	Q92570	NR4A3_HUMAN	reviewed	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	NR4A3 CHN CSMF MINOR NOR1 TEC	Homo sapiens (Human)	626
80155	Q9BXJ9	NAA15_HUMAN	reviewed	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	NAA15 GA19 NARG1 NATH TBDN100	Homo sapiens (Human)	866
80169	Q2NKJ3	CTC1_HUMAN	reviewed	CST complex subunit CTC1 (Conserved telomere maintenance component 1) (HBV DNAPTP1-transactivated protein B)	CTC1 C17orf68	Homo sapiens (Human)	1217
80184	O15078	CE290_HUMAN	reviewed	Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein) (Cancer/testis antigen 87) (CT87) (Nephrocystin-6) (Tumor antigen se2-2)	CEP290 BBS14 KIAA0373 NPHP6	Homo sapiens (Human)	2479
8019	Q15059	BRD3_HUMAN	reviewed	Bromodomain-containing protein 3 (RING3-like protein)	BRD3 KIAA0043 RING3L	Homo sapiens (Human)	726
80204	Q86XK2	FBX11_HUMAN	reviewed	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	FBXO11 FBX11 PRMT9 VIT1 UG063H01	Homo sapiens (Human)	927
8021	P35658	NU214_HUMAN	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	Homo sapiens (Human)	2090
8022	Q9UBR4	LHX3_HUMAN	reviewed	LIM/homeobox protein Lhx3 (LIM homeobox protein 3)	LHX3	Homo sapiens (Human)	397
80243	Q70Z35	PREX2_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein (P-Rex2) (PtdIns(3,4,5)-dependent Rac exchanger 2) (DEP domain-containing protein 2)	PREX2 DEPDC2	Homo sapiens (Human)	1606
80270	Q9H2F3	3BHS7_HUMAN	reviewed	3 beta-hydroxysteroid dehydrogenase type 7 (3 beta-hydroxysteroid dehydrogenase type VII) (3-beta-HSD VII) (3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase) (C(27) 3-beta-HSD) (EC 1.1.1.-) (Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase) (EC 1.1.1.181)	HSD3B7	Homo sapiens (Human)	369
8028	P55197	AF10_HUMAN	reviewed	Protein AF-10 (ALL1-fused gene from chromosome 10 protein)	MLLT10 AF10	Homo sapiens (Human)	1068
8029	O60494	CUBN_HUMAN	reviewed	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	CUBN IFCR	Homo sapiens (Human)	3623
8030	Q16204	CCDC6_HUMAN	reviewed	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	CCDC6 D10S170 TST1	Homo sapiens (Human)	474
80304	Q9H6R7	WDCP_HUMAN	reviewed	WD repeat and coiled-coil-containing protein	WDCP C2orf44 PP384	Homo sapiens (Human)	721
8031	Q13772	NCOA4_HUMAN	reviewed	Nuclear receptor coactivator 4 (NCoA-4) (Androgen receptor coactivator 70 kDa protein) (70 kDa AR-activator) (70 kDa androgen receptor coactivator) (Androgen receptor-associated protein of 70 kDa) (Ret-activating protein ELE1)	NCOA4 ARA70 ELE1 RFG	Homo sapiens (Human)	614
80312	Q8NFU7	TET1_HUMAN	reviewed	Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Leukemia-associated protein with a CXXC domain) (Ten-eleven translocation 1 gene protein)	TET1 CXXC6 KIAA1676 LCX	Homo sapiens (Human)	2136
8036	Q9UQ13	SHOC2_HUMAN	reviewed	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	SHOC2 KIAA0862	Homo sapiens (Human)	582
80380	Q9BQ51	PD1L2_HUMAN	reviewed	Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273)	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2	Homo sapiens (Human)	273
8050	O00330	ODPX_HUMAN	reviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501
80746	Q8NCE0	SEN2_HUMAN	reviewed	tRNA-splicing endonuclease subunit Sen2 (EC 4.6.1.16) (tRNA-intron endonuclease Sen2) (HsSen2)	TSEN2 SEN2	Homo sapiens (Human)	465
80816	Q9C0F0	ASXL3_HUMAN	reviewed	Putative Polycomb group protein ASXL3 (Additional sex combs-like protein 3)	ASXL3 KIAA1713	Homo sapiens (Human)	2248
80821	Q8NEL9	DDHD1_HUMAN	reviewed	Phospholipase DDHD1 (EC 3.1.1.-) (DDHD domain-containing protein 1) (Phosphatidic acid-preferring phospholipase A1 homolog) (PA-PLA1)	DDHD1 KIAA1705	Homo sapiens (Human)	900
8085	O14686	KMT2D_HUMAN	reviewed	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.354) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)	KMT2D ALR MLL2 MLL4	Homo sapiens (Human)	5537
8091	P52926	HMGA2_HUMAN	reviewed	High mobility group protein HMGI-C (High mobility group AT-hook protein 2)	HMGA2 HMGIC	Homo sapiens (Human)	109
81031	O95528	GTR10_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)	SLC2A10 GLUT10	Homo sapiens (Human)	541
811	P27797	CALR_HUMAN	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	Homo sapiens (Human)	417
8115	P56279	TCL1A_HUMAN	reviewed	T-cell leukemia/lymphoma protein 1A (Oncogene TCL-1) (Oncogene TCL1) (Protein p14 TCL1)	TCL1A TCL1	Homo sapiens (Human)	114
8139	Q9H2C0	GAN_HUMAN	reviewed	Gigaxonin (Kelch-like protein 16)	GAN GAN1 KLHL16	Homo sapiens (Human)	597
8148	Q92804	RBP56_HUMAN	reviewed	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592
815	Q9UQM7	KCC2A_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit alpha (CaM kinase II subunit alpha) (CaMK-II subunit alpha) (EC 2.7.11.17)	CAMK2A CAMKA KIAA0968	Homo sapiens (Human)	478
816	Q13554	KCC2B_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17)	CAMK2B CAM2 CAMK2 CAMKB	Homo sapiens (Human)	666
81608	Q6UN15	FIP1_HUMAN	reviewed	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)	FIP1L1 FIP1 RHE	Homo sapiens (Human)	594
81614	Q8N8Q9	NIPA2_HUMAN	reviewed	Magnesium transporter NIPA2 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 2)	NIPA2	Homo sapiens (Human)	360
81620	Q9H211	CDT1_HUMAN	reviewed	DNA replication factor Cdt1 (Double parked homolog) (DUP)	CDT1	Homo sapiens (Human)	546
81693	Q9BXJ7	AMNLS_HUMAN	reviewed	Protein amnionless [Cleaved into: Soluble protein amnionless]	AMN UNQ513/PRO1028	Homo sapiens (Human)	453
81704	Q8NF50	DOCK8_HUMAN	reviewed	Dedicator of cytokinesis protein 8	DOCK8	Homo sapiens (Human)	2099
8178	P55199	ELL_HUMAN	reviewed	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	Homo sapiens (Human)	621
81789	Q17RP2	TIGD6_HUMAN	reviewed	Tigger transposable element-derived protein 6	TIGD6	Homo sapiens (Human)	521
81846	Q86WG5	MTMRD_HUMAN	reviewed	Myotubularin-related protein 13 (Inactive phosphatidylinositol 3-phosphatase 13) (SET-binding factor 2)	SBF2 CMT4B2 KIAA1766 MTMR13	Homo sapiens (Human)	1849
8192	Q16740	CLPP_HUMAN	reviewed	ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)	CLPP	Homo sapiens (Human)	277
8195	Q9NPJ1	MKKS_HUMAN	reviewed	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin (Bardet-Biedl syndrome 6 protein)	MKKS BBS6	Homo sapiens (Human)	570
8200	P43026	GDF5_HUMAN	reviewed	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)	GDF5 BMP14 CDMP1	Homo sapiens (Human)	501
8216	Q8N653	LZTR1_HUMAN	reviewed	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	LZTR1 TCFL2	Homo sapiens (Human)	840
8218	P53675	CLH2_HUMAN	reviewed	Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22) (CLH-22)	CLTCL1 CLH22 CLTCL CLTD	Homo sapiens (Human)	1640
8233	Q15696	U2AFM_HUMAN	reviewed	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)	482
