yourlist:M202111026320BA52A5CE8FCD097CB85A53697A35277F3CK	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YOR224C	P20436	RPAB3_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (ABC14.4) (ABC14.5) (DNA-directed RNA polymerases I, II, and III 14.5 kDa polypeptide)	RPB8 YOR224C YOR50-14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146
YOR228C	Q12106	MCP1_YEAST	reviewed	MDM10-complementing protein 1	MCP1 YOR228C YOR50-18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302
YOR229W	Q12206	WTM2_YEAST	reviewed	Transcriptional modulator WTM2	WTM2 YOR229W YOR50-19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
YOR233W	Q01919	KIN4_YEAST	reviewed	Serine/threonine-protein kinase KIN4 (EC 2.7.11.1)	KIN4 KIN3 KIN31 YOR233W O5220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	800
YOR257W	P06704	CDC31_YEAST	reviewed	Cell division control protein 31 (Nuclear pore protein CDC31) (Nucleoporin CDC31)	CDC31 DSK1 YOR257W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
YOR271C	Q12029	FSF1_YEAST	reviewed	Sideroflexin FSF1 (Fungal sideroflexin-1)	FSF1 YOR271C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327
YOR272W	Q12024	YTM1_YEAST	reviewed	Ribosome biogenesis protein YTM1 (Microtubule-associated protein YTM1)	YTM1 YOR272W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
YOR278W	P06174	HEM4_YEAST	reviewed	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	HEM4 ORF1 YOR278W O5463	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	275
YOR281C	Q12017	PLP2_YEAST	reviewed	Phosducin-like protein 2 (Viral IAP-associated factor 1 homolog)	PLP2 VIAF1 YOR281C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
YOR293W	Q08745	RS10A_YEAST	reviewed	40S ribosomal protein S10-A (Small ribosomal subunit protein eS10-A)	RPS10A YOR293W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
YOR306C	Q08777	MCH5_YEAST	reviewed	Riboflavin transporter MCH5	MCH5 YOR306C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	521
YOR307C	P22215	SLY41_YEAST	reviewed	Uncharacterized transporter SLY41	SLY41 YOR307C O5663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
YOR309C	Q12444	YO309_YEAST	reviewed	Putative uncharacterized protein YOR309C	YOR309C 06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YOR313C	P09937	SPS4_YEAST	reviewed	Sporulation-specific protein 4	SPS4 YOR313C O6120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338
YOR329C	P34758	SCD5_YEAST	reviewed	Protein SCD5 (Protein FTB1)	SCD5 FTB1 YOR329C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	872
YOR331C	Q08786	YO331_YEAST	reviewed	Putative uncharacterized membrane protein YOR331C	YOR331C O6238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185
YOR335C	P40825	SYA_YEAST	reviewed	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	ALA1 CDC64 YOR335C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	983
YOR348C	P15380	PUT4_YEAST	reviewed	Proline-specific permease	PUT4 YOR348C O6345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
YOR355W	P41913	GDS1_YEAST	reviewed	Protein GDS1	GDS1 YOR355W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
YOR360C	P06776	PDE2_YEAST	reviewed	3',5'-cyclic-nucleotide phosphodiesterase 2 (PDEase 2) (EC 3.1.4.53) (High-affinity cAMP phosphodiesterase)	PDE2 SRA5 YOR360C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	526
YOR372C	Q08887	NDD1_YEAST	reviewed	Nuclear division defective protein 1	NDD1 YOR372C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
YOR377W	P40353	ATF1_YEAST	reviewed	Alcohol O-acetyltransferase 1 (AATase 1) (EC 2.3.1.84) (EC 3.1.2.20)	ATF1 YOR377W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	525
YOR381W	Q08905	FRE3_YEAST	reviewed	Ferric reductase transmembrane component 3 (EC 1.16.1.9) (Ferric-chelate reductase 3)	FRE3 YOR381W O6754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	711
YOR386W	P05066	PHR_YEAST	reviewed	Deoxyribodipyrimidine photo-lyase, mitochondrial (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	PHR1 YOR386W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565
YOR390W	Q08913	FEX1_YEAST	reviewed	Fluoride export protein 1	FEX1 YOR390W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YPL008W	P22516	CHL1_YEAST	reviewed	ATP-dependent DNA helicase CHL1 (EC 3.6.4.12) (Chromosome loss protein 1) (Chromosome transmission fidelity protein 1)	CHL1 CTF1 YPL008W YP8132.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	861
YPL012W	Q12754	RRP12_YEAST	reviewed	Ribosomal RNA-processing protein 12	RRP12 YPL012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1228
YPL019C	Q02725	VTC3_YEAST	reviewed	Vacuolar transporter chaperone 3 (Phosphate metabolism protein 2)	VTC3 PHM2 YPL019C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	835
YPL026C	Q12505	SKS1_YEAST	reviewed	Serine/threonine-protein kinase SKS1 (EC 2.7.11.1) (Suppressor kinase of SNF3)	SKS1 SHA3 YPL026C LPB5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502
YPL038W	Q03081	MET31_YEAST	reviewed	Transcriptional regulator MET31 (Methionine-requiring protein 31)	MET31 YPL038W P7102.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177
YPL054W	Q02799	LEE1_YEAST	reviewed	Zinc finger protein LEE1	LEE1 YPL054W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301
YPL058C	Q02785	PDR12_YEAST	reviewed	ATP-dependent permease PDR12	PDR12 YPL058C LPE14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1511
YPL079W	Q12672	RL21B_YEAST	reviewed	60S ribosomal protein L21-B (Large ribosomal subunit protein eL21-B)	RPL21B YPL079W LPF6W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160
YPL090C	P0CX37	RS6A_YEAST	reviewed	40S ribosomal protein S6-A (RP9) (S10) (Small ribosomal subunit protein eS6-A) (YS4)	RPS6A RPS101 RPS10B YPL090C LPG18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236
YPL090C	P0CX38	RS6B_YEAST	reviewed	40S ribosomal protein S6-B (RP9) (S10) (Small ribosomal subunit protein eS6-B) (YS4)	RPS6B RPS102 RPS10A YBR181C YBR1244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236
YPL093W	Q02892	NOG1_YEAST	reviewed	Nucleolar GTP-binding protein 1	NOG1 YPL093W LPG15W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
YPL109C	Q02981	YP109_YEAST	reviewed	ABC1 family protein YPL109C, mitochondrial	YPL109C LPH17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	657
YPL124W	P33419	SPC29_YEAST	reviewed	Spindle pole component 29	SPC29 LPH3 NIP29 YPL124W LPH3W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253
YPL131W	P26321	RL5_YEAST	reviewed	60S ribosomal protein L5 (L1) (L1a) (Large ribosomal subunit protein uL18) (Ribosomal 5S RNA-binding protein) (YL3)	RPL5 RPL1 RPL1A YPL131W LPI14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
YPL134C	Q03028	ODC1_YEAST	reviewed	Mitochondrial 2-oxodicarboxylate carrier 1	ODC1 YPL134C LPI11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
YPL137C	Q03016	GIP3_YEAST	reviewed	GLC7-interacting protein 3	GIP3 YPL137C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1276
YPL143W	P05744	RL33A_YEAST	reviewed	60S ribosomal protein L33-A (L37) (Large ribosomal subunit protein eL33-A) (RP47) (YL37)	RPL33A RPL37A YPL143W LPI4W P2625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
YPL145C	P35844	KES1_YEAST	reviewed	Oxysterol-binding protein homolog 4 (Protein KES1)	KES1 OSH4 YPL145C LPI3C P2614	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YPL146C	Q12080	NOP53_YEAST	reviewed	Ribosome biogenesis protein NOP53 (Nucleolar protein 53)	NOP53 YPL146C LPI2C P2610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455
YPL151C	Q12417	PRP46_YEAST	reviewed	Pre-mRNA-splicing factor PRP46 (Complexed with CEF1 protein 1) (PRP nineteen-associated complex protein 50) (PRP19-associated complex protein 50) (Pre-mRNA-processing protein 46)	PRP46 CWC1 NTC50 YPL151C P2594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
YPL153C	P22216	RAD53_YEAST	reviewed	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	RAD53 MEC2 SAD1 SPK1 YPL153C P2588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	821
YPL155C	P28743	KIP2_YEAST	reviewed	Kinesin-like protein KIP2	KIP2 YPL155C P2581	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706
YPL169C	Q99257	MEX67_YEAST	reviewed	mRNA export factor MEX67	MEX67 YPL169C P2520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	599
YPL176C	Q08919	TRE1_YEAST	reviewed	Uncharacterized protein TRE1 (Transferrin receptor-like protein 1)	TRE1 YPL176C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	783
YPL179W	P32945	PPQ1_YEAST	reviewed	Serine/threonine-protein phosphatase PPQ (EC 3.1.3.16)	PPQ1 SAL6 YPL179W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
YPL190C	P38996	NAB3_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 3	NAB3 HMD1 YPL190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
YPL193W	Q08932	RSA1_YEAST	reviewed	Ribosome assembly 1 protein	RSA1 YPL193W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381
YPL202C	Q08957	AFT2_YEAST	reviewed	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	AFT2 YPL202C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
YPL203W	P06245	KAPB_YEAST	reviewed	cAMP-dependent protein kinase type 2 (PKA 2) (EC 2.7.11.11)	TPK2 PKA2 YKR1 YPL203W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380
YPL207W	Q08960	TYW1_YEAST	reviewed	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase (EC 4.1.3.44) (tRNA wybutosine-synthesizing protein 1)	TYW1 YPL207W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
YPL209C	P38991	IPL1_YEAST	reviewed	Spindle assembly checkpoint kinase (EC 2.7.11.1) (Aurora kinase) (Increase-in-ploidy protein 1)	IPL1 YPL209C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367
YPL220W	P0CX43	RL1A_YEAST	reviewed	60S ribosomal protein L1-A (L10a) (Large ribosomal subunit protein uL1-A)	RPL1A SSM1 SSM1A YPL220W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YPL220W	P0CX44	RL1B_YEAST	reviewed	60S ribosomal protein L1-B (L10a) (Large ribosomal subunit protein uL1-B)	RPL1B SSM1B SSM2 YGL135W G2834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YPL232W	P32867	SSO1_YEAST	reviewed	Protein SSO1	SSO1 YPL232W P1405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YPL235W	Q12464	RUVB2_YEAST	reviewed	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	RVB2 TIH2 TIP49B YPL235W P1060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
YPL237W	P09064	IF2B_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)	SUI3 TIF212 YPL237W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
YPL242C	Q12280	IQG1_YEAST	reviewed	Ras GTPase-activating-like protein IQG1 (Cytokinesis protein 1) (IQGAP-related protein 1)	IQG1 CYK1 YPL242C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1495
YPL243W	P38687	SRP68_YEAST	reviewed	Signal recognition particle subunit SRP68 (Signal recognition particle 68 kDa protein homolog)	SRP68 YPL243W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	599
YPL245W	Q12179	YP245_YEAST	reviewed	Uncharacterized protein YPL245W	YPL245W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
YPL246C	Q12270	RBD2_YEAST	reviewed	Rhomboid protein 2 (EC 3.4.21.-)	RBD2 YPL246C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	262
YPL250C	Q12048	ATG41_YEAST	reviewed	Autophagy-related protein 41 (Interacting with cytoskeleton protein 2)	ATG41 ICY2 YPL250C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
YPL254W	Q12060	HFI1_YEAST	reviewed	Transcriptional coactivator HFI1/ADA1	HFI1 ADA1 SUP110 YPL254W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	488
YPL255W	Q12365	BBP1_YEAST	reviewed	Spindle pole component BBP1 (BFR1-binding protein 1)	BBP1 YPL255W P0745	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
YPL279C	Q08991	FEX2_YEAST	reviewed	Fluoride export protein 2	FEX2 YPL279C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YPR011C	Q12251	YP011_YEAST	reviewed	Uncharacterized mitochondrial carrier YPR011C	YPR011C LPZ11C YP9531.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	326
YPR015C	Q12531	YP015_YEAST	reviewed	Zinc finger protein YPR015C	YPR015C LPZ14c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
YPR016C	Q12522	IF6_YEAST	reviewed	Eukaryotic translation initiation factor 6 (eIF-6)	TIF6 CDC95 YPR016C LPZ15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
YPR020W	Q12233	ATPN_YEAST	reviewed	ATP synthase subunit g, mitochondrial (ATPase subunit g)	ATP20 YPR020W YP9531.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115
YPR021C	Q12482	AGC1_YEAST	reviewed	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	AGC1 YPR021C YP9367.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	902
YPR024W	P32795	YME1_YEAST	reviewed	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 (EC 3.4.24.-) (Protein OSD1) (Tat-binding homolog 11) (Yeast mitochondrial escape protein 1)	YME1 OSD1 YTA11 YPR024W YP9367.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	747
YPR032W	Q12038	SRO7_YEAST	reviewed	Lethal(2) giant larvae protein homolog SRO7 (Polarity protein SRO7) (Sodium protection protein 1) (Suppressor of RHO3 protein 7)	SRO7 SNI1 SOP1 YPR032W YP9367.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1033
YPR034W	Q12406	ARP7_YEAST	reviewed	Actin-related protein 7 (Actin-like protein ARP7) (Chromatin structure-remodeling complex protein ARP7) (SWI/SNF complex component ARP7)	ARP7 SWP61 YPR034W YP9367.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477
YPR040W	Q12199	TIP41_YEAST	reviewed	Type 2A phosphatase activator TIP41 (PP2A phosphatase activator TIP41) (TAP42-interacting protein 1)	TIP41 YPR040W YP3085.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	356
YPR041W	P38431	IF5_YEAST	reviewed	Eukaryotic translation initiation factor 5 (eIF-5)	TIF5 YPR041W YP3085.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
YPR043W	P0CX25	RL43A_YEAST	reviewed	60S ribosomal protein L43-A (L37a) (Large ribosomal subunit protein eL43-A) (YL35)	RPL43A YPR043W YP9499.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	92
YPR043W	P0CX26	RL43B_YEAST	reviewed	60S ribosomal protein L43-B (L37a) (Large ribosomal subunit protein eL43-B) (YL35)	RPL43B YJR094W-A YJR094BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	92
YPR058W	P32331	YMC1_YEAST	reviewed	Mitochondrial glycine transporter YMC1	YMC1 YPR058W YP9499.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307
YPR059C	P0C5E1	YP059_YEAST	reviewed	Putative uncharacterized protein YPR059C	YPR059C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
YPR065W	P25042	ROX1_YEAST	reviewed	Repressor ROX1 (Heme-dependent repression factor) (Hypoxic function repressor)	ROX1 YPR065W YP9499.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YPR066W	Q99344	UBA3_YEAST	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (RUB1-activating enzyme E1) (Ubiquitin-activating enzyme E1 3) (Ubiquitin-like protein-activating enzyme)	UBA3 YPR066W YP9499.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299
YPR075C	Q06810	OPY2_YEAST	reviewed	Protein OPY2 (Overproduction-induced pheromone-resistant protein 2)	OPY2 YPR075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360
YPR103W	P30656	PSB5_YEAST	reviewed	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2)	PRE2 DOA3 PRG1 YPR103W P8283.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287
YPR107C	Q06102	YTH1_YEAST	reviewed	mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1)	YTH1 YPR107C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	208
YPR111W	P32328	DBF20_YEAST	reviewed	Serine/threonine-protein kinase DBF20 (EC 2.7.11.1)	DBF20 YPR111W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YPR114W	Q06107	YP114_YEAST	reviewed	Uncharacterized TLC domain-containing protein YPR114W	YPR114W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	315
YPR119W	P24869	CG22_YEAST	reviewed	G2/mitotic-specific cyclin-2	CLB2 YPR119W P9642.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
YPR120C	P30283	CGS5_YEAST	reviewed	S-phase entry cyclin-5	CLB5 YPR120C P9642.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YPR124W	P49573	CTR1_YEAST	reviewed	Copper transport protein CTR1 (Copper transporter 1)	CTR1 YPR124W P9642.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
YPR125W	Q06493	YLH47_YEAST	reviewed	LETM1 domain-containing protein YLH47, mitochondrial (LETM1 homolog)	YLH47 MRS7 YPR125W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
YPR128C	Q06497	ANT1_YEAST	reviewed	Peroxisomal adenine nucleotide transporter 1	ANT1 YPR128C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328
YPR129W	P45978	SCD6_YEAST	reviewed	Protein SCD6	SCD6 YPR129W P9659.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349
YPR131C	Q06504	NAT3_YEAST	reviewed	N-terminal acetyltransferase B complex catalytic subunit NAT3 (NatB complex subunit NAT3) (EC 2.3.1.254) (NatB Nalpha terminal acetyltransferase 3)	NAT3 YPR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
YGR118W,YPR132W	P0CX29	RS23A_YEAST	reviewed	40S ribosomal protein S23-A (RP37) (S28) (Small ribosomal subunit protein uS12-A) (YS14)	RPS23A RPS28A YGR118W G6178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
YGR118W,YPR132W	P0CX30	RS23B_YEAST	reviewed	40S ribosomal protein S23-B (RP37) (S28) (Small ribosomal subunit protein uS12-B) (YS14)	RPS23B RPS28B YPR132W P9659.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
YPR133C	Q06505	IWS1_YEAST	reviewed	Transcription factor SPN1 (Interacts with SPT6 protein 1) (Suppresses postrecruitment functions protein 1)	SPN1 IWS1 YPR133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	410
YPR133W-A	P80967	TOM5_YEAST	reviewed	Mitochondrial import receptor subunit TOM5 (Translocase of outer membrane 5 kDa subunit)	TOM5 MOM8A YPR133W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	50
YPR137W	Q06506	RRP9_YEAST	reviewed	Ribosomal RNA-processing protein 9	RRP9 YPR137W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573
YPR139C	Q06508	LOA1_YEAST	reviewed	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1 (LPAAT) (Lysophosphatidic acid acyltransferase) (EC 2.3.1.51) (Vacuolar protein sorting-associated protein 66)	LOA1 VPS66 YPR139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
YPR157W	Q06466	TDA6_YEAST	reviewed	Putative vacuolar protein sorting-associated protein TDA6 (Topoisomerase I damage affected protein 6)	TDA6 YPR157W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
YPR161C	P23293	BUR1_YEAST	reviewed	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1)	SGV1 BUR1 YPR161C P9584.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	657
YPR171W	Q06604	BSP1_YEAST	reviewed	Protein BSP1 (Binding of synaptojanin polyphosphoinositide phosphatase domain protein 1)	BSP1 YPR171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
YPR177C	O13575	YP177_YEAST	reviewed	Putative uncharacterized protein YPR177C	YPR177C P9705.12A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123
YPR181C	P15303	SEC23_YEAST	reviewed	Protein transport protein SEC23	SEC23 YPR181C P9705.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	768
